driver,lap,position,time
Hamilton,42,2,01.09.4
Hamilton,43,2,01.09.2
Hamilton,44,2,01.09.2
Hamilton,45,2,01.09.4
Hamilton,46,2,01.09.5
Hamilton,47,2,01.09.1
Hamilton,48,2,01.09.7
Hamilton,49,2,01.09.0
Hamilton,50,2,01.09.0
Hamilton,51,2,01.09.0
Hamilton,52,3,01.10.3
Hamilton,53,4,01.13.8
Hamilton,54,4,01.25.3
Hamilton,55,4,01.08.1
Hamilton,56,4,01.08.3
Hamilton,57,4,01.08.4
Hamilton,58,4,01.08.9
Hamilton,59,4,01.09.4
Hamilton,60,4,01.09.2
Hamilton,61,4,01.09.1
Hamilton,62,4,01.09.3
Hamilton,63,4,01.09.3
Hamilton,64,4,01.08.9
Hamilton,65,4,01.09.3
Hamilton,66,4,01.09.9
Hamilton,67,4,01.09.1
Hamilton,68,4,01.08.9
Hamilton,69,4,01.09.0
Hamilton,70,4,01.09.4
Hamilton,71,4,01.10.8
Bottas,1,5,01.35.9
Bottas,2,5,01.50.5
Bottas,3,5,01.51.3
Bottas,4,4,01.11.8
Bottas,5,4,01.10.6
Bottas,6,4,01.10.0
Bottas,7,4,01.09.6
Bottas,8,4,01.09.9
Bottas,9,4,01.10.3
Bottas,10,4,01.10.4
Bottas,11,4,01.10.0
Bottas,12,4,01.09.9
Bottas,13,4,01.10.0
Bottas,14,4,01.09.6
Bottas,15,4,01.09.3
Bottas,16,4,01.09.5
Bottas,17,4,01.09.5
Bottas,18,4,01.09.4
Bottas,19,4,01.09.9
Bottas,20,4,01.10.0
Bottas,21,4,01.10.1
Bottas,22,4,01.09.9
Bottas,23,4,01.10.2
Bottas,24,4,01.09.8
Bottas,25,4,01.09.7
Bottas,26,4,01.09.7
Bottas,27,4,01.09.7
Bottas,28,4,01.10.0
Bottas,29,4,01.09.7
Bottas,30,4,01.13.5
Bottas,31,3,01.26.6
Bottas,32,3,01.09.3
Bottas,33,3,01.08.7
Bottas,34,3,01.08.7
Bottas,35,3,01.09.0
Bottas,36,3,01.08.8
Bottas,37,3,01.09.0
Bottas,38,3,01.08.8
Bottas,39,3,01.08.9
Bottas,40,3,01.08.9
Bottas,41,3,01.09.0
Bottas,42,3,01.09.1
Bottas,43,3,01.09.0
Bottas,44,3,01.09.2
Bottas,45,3,01.09.1
Bottas,46,3,01.09.2
Bottas,47,3,01.09.9
Bottas,48,3,01.09.4
Bottas,49,3,01.08.8
Bottas,50,3,01.09.0
Bottas,51,3,01.08.8
Bottas,52,2,01.08.4
Bottas,53,2,01.08.9
Bottas,54,2,01.08.8
Bottas,55,2,01.08.9
Bottas,56,2,01.08.9
Bottas,57,2,01.08.6
Bottas,58,2,01.08.7
Bottas,59,2,01.08.6
Bottas,60,2,01.08.7
Bottas,61,2,01.08.7
Bottas,62,2,01.08.5
Bottas,63,2,01.08.4
Bottas,64,2,01.08.6
Bottas,65,2,01.08.6
Bottas,66,2,01.08.6
Bottas,67,2,01.08.9
Bottas,68,2,01.09.0
Bottas,69,2,01.09.0
Bottas,70,2,01.09.3
Bottas,71,2,01.09.5
Leclerc,1,10,01.44.3
Leclerc,2,10,01.51.9
Leclerc,3,10,01.43.1
Leclerc,4,11,01.14.3
Leclerc,5,11,01.12.1
Leclerc,6,11,01.11.7
Leclerc,7,11,01.10.8
Leclerc,8,11,01.11.1
Leclerc,9,11,01.11.1
Leclerc,10,11,01.11.2
Leclerc,11,11,01.11.1
Leclerc,12,11,01.11.4
Leclerc,13,10,01.11.7
Leclerc,14,7,01.11.2
Leclerc,15,7,01.11.0
Leclerc,16,7,01.10.8
Leclerc,17,6,01.10.9
Leclerc,18,6,01.10.3
Leclerc,19,6,01.10.2
Leclerc,20,6,01.10.3
Leclerc,21,6,01.10.1
Leclerc,22,6,01.10.1
Leclerc,23,6,01.09.9
Leclerc,24,6,01.10.1
Leclerc,25,6,01.09.9
Leclerc,26,6,01.10.0
Leclerc,27,6,01.10.3
Leclerc,28,6,01.10.2
Leclerc,29,5,01.10.1
Leclerc,30,5,01.09.6
Leclerc,31,5,01.10.2
Leclerc,32,5,01.10.6
Leclerc,33,5,01.10.2
Leclerc,34,6,01.13.5
Leclerc,35,10,01.25.6
Leclerc,36,10,01.08.8
Leclerc,37,10,01.08.8
Leclerc,38,9,01.08.9
Leclerc,39,9,01.09.7
Leclerc,40,9,01.10.7
Leclerc,41,9,01.09.2
Leclerc,42,9,01.09.4
Leclerc,43,9,01.09.3
Leclerc,44,9,01.09.5
Leclerc,45,8,01.09.8
Leclerc,46,8,01.10.5
Leclerc,47,8,01.09.2
Leclerc,48,8,01.09.2
Leclerc,49,7,01.09.2
Leclerc,50,7,01.08.8
Leclerc,51,7,01.09.0
Leclerc,52,7,01.09.5
Leclerc,53,7,01.09.1
Leclerc,54,7,01.09.1
Leclerc,55,7,01.08.7
Leclerc,56,7,01.08.9
Leclerc,57,7,01.09.1
Leclerc,58,7,01.08.9
Leclerc,59,7,01.09.2
Leclerc,60,7,01.08.9
Leclerc,61,7,01.09.4
Leclerc,62,7,01.09.0
Leclerc,63,7,01.09.1
Leclerc,64,7,01.09.1
Leclerc,65,8,01.10.5
Leclerc,66,8,01.09.2
Leclerc,67,8,01.08.8
Leclerc,68,8,01.09.3
Leclerc,69,8,01.09.2
Leclerc,70,8,01.09.2
Leclerc,71,8,01.10.3
