driver,lap,position,time
Bottas,27,6,02.30.8
Bottas,28,6,02.38.9
Bottas,29,6,02.29.6
Bottas,30,6,02.25.9
Bottas,31,6,01.28.1
Bottas,32,5,01.26.6
Bottas,33,5,01.26.7
Bottas,34,4,01.24.8
Bottas,35,4,01.25.8
Bottas,36,4,01.26.0
Bottas,37,4,01.26.2
Bottas,38,4,01.26.5
Bottas,39,4,01.25.8
Bottas,40,4,01.25.9
Bottas,41,4,01.25.9
Bottas,42,4,01.25.7
Bottas,43,4,01.27.6
Bottas,44,4,01.44.6
Bottas,45,4,01.25.5
Bottas,46,4,01.25.7
Bottas,47,4,01.25.6
Bottas,48,4,01.25.7
Bottas,49,4,01.25.3
Bottas,50,4,01.25.6
Bottas,51,4,01.25.6
Bottas,52,4,01.25.2
Bottas,53,4,01.25.3
