driver,lap,position,time
Bottas,33,3,01.15.0
Bottas,34,3,01.14.0
Bottas,35,3,01.14.1
Bottas,36,3,01.14.9
Bottas,37,3,01.15.7
Bottas,38,3,01.14.3
Bottas,39,3,01.14.2
Bottas,40,3,01.15.4
Bottas,41,3,01.15.0
Bottas,42,3,01.14.6
Bottas,43,3,01.14.6
Bottas,44,3,01.14.6
Bottas,45,3,01.14.4
Bottas,46,3,01.14.3
Bottas,47,3,01.14.4
Bottas,48,3,01.14.4
Bottas,49,3,01.14.9
Bottas,50,3,01.14.9
Bottas,51,3,01.14.7
Bottas,52,3,01.14.4
Bottas,53,3,01.14.3
Bottas,54,3,01.14.8
Bottas,55,3,01.14.3
Bottas,56,3,01.15.0
Bottas,57,3,01.14.1
Bottas,58,3,01.14.1
Bottas,59,3,01.14.4
Bottas,60,3,01.14.3
Bottas,61,3,01.14.6
Bottas,62,3,01.15.0
Bottas,63,3,01.16.3
Bottas,64,3,01.14.3
Bottas,65,3,01.15.5
Bottas,66,3,01.14.8
Bottas,67,3,01.19.6
Bottas,68,3,01.35.8
Bottas,69,3,01.12.5
Bottas,70,3,01.13.9
Bottas,71,3,01.15.4
Bottas,72,3,01.15.2
Leclerc,1,5,01.22.6
Leclerc,2,5,01.17.9
Leclerc,3,5,01.17.1
Leclerc,4,5,01.17.0
Leclerc,5,5,01.16.6
Leclerc,6,5,01.16.6
Leclerc,7,5,01.16.6
Leclerc,8,5,01.16.6
Leclerc,9,5,01.16.3
Leclerc,10,5,01.16.7
Leclerc,11,5,01.16.2
Leclerc,12,5,01.16.3
Leclerc,13,5,01.16.3
Leclerc,14,5,01.16.3
Leclerc,15,5,01.16.5
Leclerc,16,5,01.16.3
Leclerc,17,5,01.16.4
Leclerc,18,5,01.16.3
Leclerc,19,5,01.16.3
Leclerc,20,5,01.16.2
Leclerc,21,5,01.16.2
Leclerc,22,5,01.16.3
Leclerc,23,5,01.16.0
Leclerc,24,4,01.16.8
Leclerc,25,4,01.15.9
Leclerc,26,4,01.16.2
Leclerc,27,4,01.16.2
Leclerc,28,4,01.16.3
Leclerc,29,4,01.16.4
Leclerc,30,4,01.16.7
Leclerc,31,4,01.16.7
Leclerc,32,4,01.17.4
Leclerc,33,4,01.17.7
Leclerc,34,4,01.20.9
Leclerc,35,5,01.34.8
Leclerc,36,5,01.15.5
Leclerc,37,5,01.15.2
Leclerc,38,5,01.15.3
Leclerc,39,5,01.15.1
Leclerc,40,5,01.15.3
Leclerc,41,5,01.15.2
Leclerc,42,5,01.15.5
Leclerc,43,5,01.15.3
Leclerc,44,5,01.15.1
Leclerc,45,5,01.15.3
Leclerc,46,5,01.15.2
Leclerc,47,5,01.15.4
Leclerc,48,5,01.15.0
Leclerc,49,5,01.15.3
Leclerc,50,5,01.15.1
Leclerc,51,5,01.15.0
Leclerc,52,5,01.14.8
Leclerc,53,5,01.15.8
Leclerc,54,5,01.15.3
Leclerc,55,5,01.14.8
Leclerc,56,5,01.14.9
Leclerc,57,5,01.14.9
Leclerc,58,5,01.14.8
Leclerc,59,5,01.14.9
Leclerc,60,5,01.14.8
Leclerc,61,5,01.14.9
Leclerc,62,5,01.14.8
Leclerc,63,5,01.16.8
Leclerc,64,5,01.17.8
Leclerc,65,5,01.16.1
Leclerc,66,5,01.15.9
Leclerc,67,5,01.15.4
Leclerc,68,5,01.15.5
Leclerc,69,5,01.15.3
Leclerc,70,5,01.16.6
Leclerc,71,5,01.16.5
Perez,1,19,01.36.1
Perez,2,19,01.16.6
Perez,3,19,01.17.8
Perez,4,18,01.17.6
Perez,5,18,01.18.4
Perez,6,18,01.19.4
Perez,7,18,01.18.0
Perez,8,19,01.21.6
Perez,9,19,01.33.5
Perez,10,19,01.14.6
Perez,11,18,01.14.7
Perez,12,18,01.15.2
Perez,13,18,01.15.3
Perez,14,18,01.15.7
Perez,15,17,01.17.6
Perez,16,17,01.15.3
Perez,17,17,01.16.5
Perez,18,16,01.17.5
Perez,19,16,01.16.7
Perez,20,15,01.15.2
Perez,21,15,01.15.9
Perez,22,15,01.16.4
Perez,23,14,01.16.8
Perez,24,14,01.15.8
Perez,25,14,01.16.3
Perez,26,14,01.17.3
Perez,27,13,01.17.2
Perez,28,11,01.16.5
Perez,29,11,01.16.2
Perez,30,11,01.16.3
Perez,31,10,01.16.3
Perez,32,9,01.16.4
Perez,33,9,01.16.5
Perez,34,8,01.16.1
Perez,35,8,01.16.7
Perez,36,8,01.16.4
Perez,37,8,01.19.4
Perez,38,8,01.16.6
Perez,39,8,01.15.8
Perez,40,8,01.16.2
Perez,41,8,01.16.6
Perez,42,7,01.16.7
Perez,43,7,01.15.8
Perez,44,7,01.15.7
Perez,45,7,01.17.9
Perez,46,7,01.17.9
Perez,47,9,01.19.5
Perez,48,11,01.32.9
Perez,49,11,01.13.5
Perez,50,11,01.13.5
Perez,51,11,01.14.2
Perez,52,11,01.14.5
Perez,53,11,01.15.5
Perez,54,10,01.14.4
Perez,55,10,01.14.1
Perez,56,10,01.13.9
Perez,57,10,01.13.6
Perez,58,10,01.13.6
Perez,59,10,01.13.5
Perez,60,10,01.13.5
Perez,61,10,01.14.5
Perez,62,10,01.15.3
Perez,63,10,01.14.9
Perez,64,10,01.14.9
Perez,65,9,01.15.6
Perez,66,9,01.14.4
Perez,67,9,01.15.0
Perez,68,9,01.15.2
Perez,69,8,01.15.5
Perez,70,8,01.15.3
Perez,71,8,01.17.5
