driver,lap,position,time
Perez,38,4,01.08.8
Perez,39,4,01.09.0
Perez,40,4,01.08.9
Perez,41,4,01.08.9
Perez,42,4,01.08.7
Perez,43,4,01.08.8
Perez,44,4,01.08.9
Perez,45,4,01.08.9
Perez,46,4,01.09.2
Perez,47,4,01.09.2
Perez,48,4,01.09.2
Perez,49,4,01.09.1
Perez,50,4,01.09.2
Perez,51,4,01.09.4
Perez,52,4,01.09.4
Perez,53,4,01.09.6
Perez,54,4,01.13.2
Perez,55,4,01.24.5
Perez,56,4,01.08.0
Perez,57,4,01.07.9
Perez,58,4,01.08.2
Perez,59,4,01.08.5
Perez,60,4,01.08.6
Perez,61,4,01.09.3
Perez,62,4,01.08.0
Perez,63,4,01.08.7
Perez,64,4,01.08.5
Perez,65,4,01.09.3
Perez,66,4,01.08.6
Perez,67,4,01.08.9
Perez,68,4,01.08.3
Perez,69,4,01.08.6
Perez,70,4,01.08.9
Perez,71,4,01.08.9
Bottas,1,5,01.16.1
Bottas,2,5,01.11.6
Bottas,3,5,01.11.4
Bottas,4,5,01.10.6
Bottas,5,5,01.10.5
Bottas,6,5,01.10.9
Bottas,7,5,01.11.2
Bottas,8,5,01.10.9
Bottas,9,5,01.11.0
Bottas,10,5,01.11.4
Bottas,11,4,01.11.2
Bottas,12,4,01.10.9
Bottas,13,4,01.10.6
Bottas,14,4,01.10.1
Bottas,15,4,01.10.1
Bottas,16,4,01.10.2
Bottas,17,4,01.10.4
Bottas,18,4,01.10.3
Bottas,19,4,01.10.4
Bottas,20,4,01.10.2
Bottas,21,4,01.09.9
Bottas,22,4,01.09.8
Bottas,23,4,01.10.4
Bottas,24,4,01.10.3
Bottas,25,4,01.10.2
Bottas,26,3,01.10.6
Bottas,27,3,01.12.7
Bottas,28,4,01.26.8
Bottas,29,4,01.09.1
Bottas,30,4,01.09.4
Bottas,31,3,01.09.2
Bottas,32,3,01.09.3
Bottas,33,3,01.08.8
Bottas,34,3,01.09.1
Bottas,35,3,01.09.6
Bottas,36,3,01.09.2
Bottas,37,3,01.09.3
Bottas,38,3,01.08.9
Bottas,39,3,01.08.8
Bottas,40,3,01.08.8
Bottas,41,3,01.08.9
Bottas,42,3,01.08.9
Bottas,43,3,01.08.6
Bottas,44,3,01.09.1
Bottas,45,3,01.09.5
Bottas,46,3,01.09.4
Bottas,47,3,01.09.6
Bottas,48,3,01.09.1
Bottas,49,3,01.09.1
Bottas,50,3,01.09.3
Bottas,51,3,01.09.4
Bottas,52,3,01.09.3
Bottas,53,3,01.09.6
Bottas,54,3,01.09.5
Bottas,55,3,01.09.6
Bottas,56,3,01.09.5
Bottas,57,3,01.10.6
Bottas,58,3,01.09.9
Bottas,59,3,01.09.6
Bottas,60,3,01.09.6
Bottas,61,3,01.09.7
Bottas,62,3,01.09.7
Bottas,63,3,01.09.5
Bottas,64,3,01.09.4
Bottas,65,3,01.09.8
Bottas,66,3,01.09.7
Bottas,67,3,01.09.9
Bottas,68,3,01.10.3
Bottas,69,3,01.10.2
Bottas,70,3,01.09.9
Bottas,71,3,01.09.7
Leclerc,1,14,01.20.4
Leclerc,2,18,01.34.8
Leclerc,3,18,01.10.4
Leclerc,4,18,01.10.7
Leclerc,5,18,01.10.4
Leclerc,6,18,01.10.6
Leclerc,7,18,01.10.6
Leclerc,8,18,01.10.5
Leclerc,9,18,01.10.6
Leclerc,10,18,01.10.7
Leclerc,11,18,01.10.6
Leclerc,12,18,01.11.8
Leclerc,13,17,01.11.1
Leclerc,14,16,01.10.8
Leclerc,15,16,01.10.8
Leclerc,16,16,01.10.8
Leclerc,17,16,01.11.0
Leclerc,18,16,01.11.2
Leclerc,19,16,01.10.9
Leclerc,20,16,01.10.8
Leclerc,21,16,01.11.2
Leclerc,22,15,01.10.8
Leclerc,23,15,01.10.9
Leclerc,24,14,01.10.9
Leclerc,25,14,01.11.0
Leclerc,26,13,01.10.9
Leclerc,27,11,01.10.9
Leclerc,28,10,01.11.1
Leclerc,29,9,01.11.0
Leclerc,30,9,01.11.0
Leclerc,31,9,01.10.9
Leclerc,32,9,01.11.8
Leclerc,33,9,01.11.7
Leclerc,34,9,01.10.9
Leclerc,35,9,01.11.0
Leclerc,36,8,01.11.2
Leclerc,37,8,01.14.0
Leclerc,38,14,01.26.5
Leclerc,39,14,01.09.3
Leclerc,40,14,01.09.3
Leclerc,41,13,01.08.8
Leclerc,42,12,01.09.4
Leclerc,43,12,01.09.2
Leclerc,44,12,01.09.6
Leclerc,45,11,01.09.0
Leclerc,46,11,01.09.3
Leclerc,47,11,01.09.5
Leclerc,48,11,01.09.5
Leclerc,49,10,01.09.4
Leclerc,50,10,01.09.8
Leclerc,51,10,01.10.0
Leclerc,52,10,01.10.2
Leclerc,53,10,01.10.4
Leclerc,54,9,01.09.5
Leclerc,55,8,01.08.9
Leclerc,56,8,01.09.4
Leclerc,57,8,01.09.1
Leclerc,58,8,01.09.8
Leclerc,59,7,01.09.1
Leclerc,60,7,01.09.0
Leclerc,61,7,01.09.0
Leclerc,62,7,01.08.9
Leclerc,63,7,01.08.9
Leclerc,64,7,01.08.7
Leclerc,65,7,01.08.9
Leclerc,66,7,01.08.8
Leclerc,67,7,01.09.0
Leclerc,68,7,01.08.8
Leclerc,69,7,01.09.4
Leclerc,70,7,01.08.8
