driver,lap,position,time
Bottas,12,9,1.30.527
Bottas,13,8,1.31.106
Bottas,14,8,1.29.972
Bottas,15,7,1.29.190
Bottas,16,7,1.29.434
Bottas,17,6,1.28.361
Bottas,18,6,1.29.468
Bottas,19,5,1.29.128
Bottas,20,5,1.29.350
Bottas,21,5,1.30.169
Bottas,22,5,1.29.239
Bottas,23,3,1.28.422
Bottas,24,3,1.28.215
Bottas,25,3,1.28.089
Bottas,26,3,1.27.907
Bottas,27,3,1.27.851
Bottas,28,3,1.27.909
Bottas,29,3,1.27.991
Bottas,30,3,1.27.886
Bottas,31,3,1.27.945
Bottas,32,3,1.27.990
Bottas,33,13,2.31.932
Bottas,34,14,1.35.500
Bottas,35,13,1.29.218
Bottas,36,13,1.28.390
Bottas,37,13,1.27.623
Bottas,38,13,1.27.351
Bottas,39,13,1.27.246
Bottas,40,13,1.28.108
Bottas,41,13,1.27.913
Bottas,42,12,1.27.783
Bottas,43,12,1.27.775
Bottas,44,12,1.28.084
Bottas,45,12,1.29.538
Bottas,46,12,1.28.898
Bottas,47,12,1.28.492
Bottas,48,12,1.28.740
Leclerc,1,13,1.43.059
Leclerc,2,13,1.32.498
Leclerc,3,13,1.31.676
Leclerc,4,13,1.31.109
Leclerc,5,13,1.31.205
Leclerc,6,12,1.31.484
Leclerc,7,12,1.31.369
Leclerc,8,12,1.32.130
Leclerc,9,11,1.32.458
Leclerc,10,11,1.29.763
Leclerc,11,11,1.29.720
Leclerc,12,11,1.29.740
Leclerc,13,10,1.30.014
Leclerc,14,10,1.30.210
Leclerc,15,10,1.29.972
Leclerc,16,10,1.29.854
Leclerc,17,10,1.30.296
Leclerc,18,10,1.29.794
Leclerc,19,9,1.29.960
Leclerc,20,9,1.30.052
Leclerc,21,9,1.29.955
Leclerc,22,9,1.30.288
Leclerc,23,8,1.29.963
Leclerc,24,6,1.30.142
Leclerc,25,5,1.29.987
Leclerc,26,5,1.30.313
Leclerc,27,12,1.53.808
Leclerc,28,13,1.35.203
Leclerc,29,13,1.28.232
Leclerc,30,12,1.29.906
Leclerc,31,12,1.27.853
Leclerc,32,12,1.27.510
Leclerc,33,11,1.28.805
Leclerc,34,10,1.28.793
Leclerc,35,9,1.28.227
Leclerc,36,9,1.27.907
Leclerc,37,9,1.27.671
Leclerc,38,9,1.27.274
Leclerc,39,9,1.27.174
Leclerc,40,9,1.27.260
Leclerc,41,9,1.27.209
Leclerc,42,9,1.26.804
Leclerc,43,9,1.27.050
Leclerc,44,9,1.26.786
Leclerc,45,9,1.26.582
Leclerc,46,9,1.26.555
Leclerc,47,9,1.27.318
Leclerc,48,9,1.26.724
Leclerc,49,8,1.27.089
Leclerc,50,8,1.27.219
Leclerc,51,8,1.27.611
Leclerc,52,8,1.27.316
Leclerc,53,8,1.27.676
Leclerc,54,8,1.39.711
Leclerc,55,8,1.48.632
Leclerc,56,8,1.30.769
Leclerc,57,8,1.27.912
