driver,lap,position,time
Leclerc,30,9,2.07.797
Leclerc,31,9,2.07.664
Leclerc,32,9,1.58.029
Leclerc,33,9,1.32.704
Leclerc,34,9,1.32.257
Leclerc,35,9,1.46.036
Leclerc,36,9,1.33.209
Leclerc,37,9,1.32.066
Leclerc,38,9,1.32.745
Leclerc,39,8,1.32.028
Leclerc,40,8,1.32.145
Leclerc,41,8,1.31.883
Leclerc,42,8,1.32.094
Leclerc,43,8,1.32.395
Leclerc,44,8,1.31.710
Leclerc,45,8,1.31.745
Leclerc,46,8,1.31.601
Leclerc,47,8,1.32.251
Leclerc,48,8,1.32.716
Leclerc,49,7,1.31.992
Leclerc,50,7,1.33.431
Perez,1,5,1.39.056
Perez,2,5,1.35.303
Perez,3,5,1.34.461
Perez,4,5,1.34.474
Perez,5,5,1.34.356
Perez,6,5,1.34.171
Perez,7,5,1.35.151
Perez,8,5,1.34.421
Perez,9,5,1.34.138
Perez,10,5,2.05.840
Perez,11,8,2.56.055
Perez,12,8,2.46.473
Perez,13,8,3.00.851
Perez,14,8,null
